id,psu,country,wave,q1,wt,stratum,Q1001,Q1002,Q1003,Q1005,Q100,Q101,Q102,Q204A_1,Q204A_2,Q204_2,Q204_3,Q204_11,Q204_20,Q209B,Q501,Q501A,Q266,Q263,Q516A,Q512,Q515A2,Q511
1804070097,4,Kuwait,5,90001,1.24994750735615,8,39.0,1.0,5.0,1.0,2.0,4,2,3.0,3,3.0,3.0,2.0,2.0,2.0,2,2,1.0,2.0,,9,1.0,1.0
1204260078,4,Kuwait,5,90001,0.862302149468447,2,41.0,2.0,6.0,1.0,1.0,2,4,3.0,2,2.0,3.0,1.0,3.0,3.0,1,2,1.0,2.0,,4,1.0,5.0
1404070095,4,Kuwait,5,90001,0.895828085256738,4,65.0,1.0,3.0,3.0,3.0,2,2,2.0,2,2.0,2.0,1.0,2.0,2.0,2,2,1.0,1.0,,10,1.0,9.0
18041400116,4,Kuwait,5,90001,0.35712784595882296,8,39.0,1.0,6.0,1.0,3.0,2,2,2.0,2,3.0,3.0,2.0,,2.0,2,2,1.0,2.0,,9,1.0,6.0
1102230023,2,Kuwait,5,90001,1.24994750735615,2,43.0,1.0,6.0,2.0,1.0,2,3,2.0,2,3.0,3.0,2.0,3.0,2.0,1,2,1.0,1.0,,8,99.0,7.0
1504140014,4,Kuwait,5,90001,0.95082562109502,5,19.0,1.0,6.0,5.0,3.0,2,2,3.0,3,2.0,2.0,2.0,2.0,2.0,2,2,1.0,2.0,,7,3.0,7.0
14062700110,6,Kuwait,5,90001,3.06108493019607,4,20.0,2.0,4.0,5.0,3.0,2,2,3.0,3,3.0,2.0,2.0,3.0,2.0,2,2,99.0,3.0,,7,99.0,6.0
18042000112,4,Kuwait,5,90001,0.511901743960196,8,61.0,1.0,4.0,3.0,1.0,2,3,2.0,2,3.0,3.0,2.0,4.0,3.0,2,2,1.0,2.0,,6,3.0,6.0
14030500115,3,Kuwait,5,90001,1.2973425678009098,4,46.0,2.0,6.0,1.0,2.0,3,2,2.0,2,4.0,3.0,3.0,3.0,2.0,2,2,2.0,3.0,,8,1.0,8.0
1503180025,3,Kuwait,5,90001,1.13517478905632,5,50.0,2.0,6.0,4.0,1.0,2,1,2.0,1,2.0,97.0,1.0,97.0,3.0,2,1,1.0,1.0,,9,1.0,9.0
15022300101,2,Kuwait,5,90001,0.940279523719958,5,47.0,1.0,6.0,1.0,2.0,2,2,2.0,2,2.0,2.0,2.0,,2.0,1,2,1.0,1.0,,5,2.0,6.0
1902110095,2,Kuwait,5,90001,0.40297691208564507,9,50.0,1.0,5.0,1.0,2.0,1,4,3.0,2,4.0,4.0,2.0,4.0,4.0,2,2,1.0,2.0,,0,1.0,5.0
15055000119,5,Kuwait,5,90001,1.53965783768873,5,31.0,2.0,4.0,4.0,3.0,2,98,2.0,2,2.0,98.0,2.0,3.0,2.0,2,2,1.0,2.0,,7,3.0,5.0
1902110099,2,Kuwait,5,90001,1.7004239278501498,9,30.0,1.0,6.0,1.0,3.0,2,3,4.0,4,3.0,3.0,2.0,2.0,4.0,2,1,1.0,1.0,,10,2.0,5.0
1901110082,1,Kuwait,5,90001,1.07460512998845,9,47.0,1.0,3.0,3.0,1.0,1,1,2.0,1,1.0,2.0,1.0,2.0,1.0,2,2,1.0,2.0,,10,3.0,10.0
1602070091,2,Kuwait,5,90001,0.35712784595882296,6,35.0,1.0,6.0,1.0,2.0,3,2,3.0,3,2.0,3.0,2.0,,2.0,2,2,1.0,1.0,,1,3.0,1.0
16022700112,2,Kuwait,5,90001,1.2973425678009098,6,54.0,2.0,4.0,4.0,3.0,2,2,3.0,3,3.0,2.0,2.0,3.0,3.0,2,2,1.0,3.0,,9,99.0,9.0
15055000123,5,Kuwait,5,90001,0.431151074734224,5,37.0,2.0,4.0,4.0,1.0,1,2,2.0,2,2.0,2.0,2.0,2.0,2.0,2,2,99.0,99.0,,5,1.0,8.0
1303260065,3,Kuwait,5,90001,0.772506937627126,3,60.0,2.0,6.0,3.0,3.0,2,2,3.0,2,2.0,2.0,1.0,2.0,2.0,2,2,1.0,2.0,,7,1.0,6.0
1303260066,3,Kuwait,5,90001,0.7678525937226971,3,79.0,1.0,6.0,3.0,1.0,1,2,2.0,1,2.0,2.0,1.0,,2.0,2,2,1.0,1.0,,9,2.0,9.0
18042000113,4,Kuwait,5,90001,1.7004239278501498,8,25.0,1.0,6.0,1.0,1.0,2,3,2.0,2,2.0,3.0,1.0,3.0,3.0,2,2,1.0,2.0,,6,1.0,7.0
1602070090,2,Kuwait,5,90001,0.7142556919176469,6,42.0,1.0,6.0,1.0,2.0,3,2,3.0,2,3.0,3.0,2.0,3.0,2.0,2,2,1.0,1.0,,7,1.0,7.0
170223006,2,Kuwait,5,90001,1.7004239278501498,7,30.0,1.0,6.0,1.0,1.0,2,2,2.0,2,3.0,2.0,1.0,,2.0,1,1,1.0,1.0,,6,2.0,8.0
1901110090,1,Kuwait,5,90001,0.511901743960196,9,57.0,1.0,5.0,3.0,3.0,2,3,4.0,2,2.0,4.0,1.0,2.0,1.0,1,2,1.0,2.0,,8,4.0,8.0
15055000118,5,Kuwait,5,90001,0.927008282236197,5,56.0,2.0,6.0,1.0,3.0,1,4,3.0,2,3.0,2.0,2.0,97.0,3.0,2,2,1.0,2.0,,6,3.0,8.0
14052700109,5,Kuwait,5,90001,0.646726593388485,4,42.0,2.0,6.0,1.0,3.0,2,2,3.0,3,3.0,2.0,2.0,3.0,1.0,1,1,1.0,2.0,,9,98.0,7.0
18042000109,4,Kuwait,5,90001,1.27531790898665,8,34.0,1.0,6.0,6.0,3.0,2,3,3.0,3,4.0,4.0,2.0,3.0,3.0,2,2,2.0,2.0,,6,3.0,7.0
1203140033,3,Kuwait,5,90001,0.850211963925073,2,29.0,1.0,6.0,1.0,1.0,2,1,2.0,2,2.0,1.0,1.0,1.0,2.0,2,2,1.0,2.0,,9,1.0,9.0
1203260072,3,Kuwait,5,90001,3.06108493019607,2,21.0,2.0,5.0,5.0,1.0,1,2,1.0,2,2.0,3.0,2.0,3.0,2.0,2,2,1.0,1.0,,9,2.0,9.0
18042000108,4,Kuwait,5,90001,0.639877191059043,8,57.0,1.0,7.0,2.0,1.0,2,3,2.0,2,2.0,3.0,1.0,3.0,2.0,1,1,1.0,1.0,,5,1.0,6.0
1303140025,3,Kuwait,5,90001,1.2973425678009098,3,46.0,2.0,6.0,1.0,2.0,3,2,3.0,3,2.0,2.0,2.0,3.0,2.0,2,2,1.0,2.0,,8,3.0,6.0
1505050021,5,Kuwait,5,90001,0.35712784595882296,5,41.0,1.0,6.0,1.0,2.0,2,3,3.0,3,3.0,3.0,2.0,,2.0,2,2,2.0,4.0,,6,1.0,7.0
170426004,4,Kuwait,5,90001,1.27531790898665,7,30.0,1.0,5.0,1.0,1.0,1,2,2.0,2,3.0,3.0,2.0,2.0,1.0,2,2,1.0,2.0,,8,3.0,9.0
1804260087,4,Kuwait,5,90001,1.42851138383529,8,43.0,1.0,5.0,1.0,1.0,2,2,2.0,2,3.0,2.0,1.0,2.0,2.0,2,2,1.0,2.0,,7,4.0,6.0
1601060079,1,Kuwait,5,90001,1.02643858815886,6,32.0,2.0,5.0,1.0,1.0,1,3,2.0,2,3.0,3.0,2.0,3.0,4.0,2,2,1.0,2.0,,7,1.0,7.0
14052700104,5,Kuwait,5,90001,1.23601107874522,4,65.0,2.0,6.0,3.0,3.0,1,98,2.0,3,2.0,2.0,1.0,3.0,2.0,2,2,1.0,3.0,,9,99.0,8.0
1301260069,1,Kuwait,5,90001,0.8108391189524101,3,52.0,2.0,5.0,3.0,1.0,2,2,3.0,2,2.0,3.0,1.0,2.0,2.0,2,2,1.0,1.0,,7,1.0,5.0
15052800120,5,Kuwait,5,90001,0.513219294079431,5,29.0,2.0,6.0,1.0,3.0,3,4,2.0,2,3.0,4.0,2.0,4.0,98.0,2,2,2.0,1.0,,5,99.0,7.0
1601070087,1,Kuwait,5,90001,0.40297691208564507,6,50.0,1.0,3.0,1.0,1.0,1,2,4.0,2,2.0,3.0,1.0,2.0,2.0,2,2,1.0,1.0,,1,3.0,3.0
15041400118,4,Kuwait,5,90001,1.07787770554841,5,41.0,2.0,6.0,1.0,1.0,3,2,3.0,3,3.0,3.0,2.0,3.0,3.0,2,2,1.0,2.0,,9,3.0,7.0
18042000107,4,Kuwait,5,90001,0.862302149468447,8,39.0,2.0,6.0,1.0,1.0,2,3,3.0,4,3.0,4.0,2.0,3.0,3.0,2,2,1.0,2.0,,5,3.0,7.0
1502230097,2,Kuwait,5,90001,1.02380348792039,5,58.0,1.0,4.0,3.0,2.0,3,4,3.0,3,3.0,3.0,3.0,3.0,3.0,1,2,1.0,1.0,,6,3.0,7.0
180318008,3,Kuwait,5,90001,1.0627649733568199,8,31.0,1.0,6.0,1.0,2.0,2,98,4.0,3,1.0,1.0,2.0,4.0,3.0,1,1,1.0,1.0,,1,1.0,3.0
1504050018,4,Kuwait,5,90001,1.02380348792039,5,56.0,1.0,4.0,3.0,1.0,1,3,2.0,1,2.0,2.0,1.0,2.0,1.0,2,2,2.0,3.0,,6,2.0,7.0
15020700105,2,Kuwait,5,90001,1.42851138383529,5,36.0,1.0,4.0,3.0,1.0,1,1,2.0,1,2.0,3.0,1.0,2.0,2.0,2,2,1.0,1.0,,5,3.0,5.0
1504050020,4,Kuwait,5,90001,2.05287717631772,5,32.0,2.0,6.0,1.0,1.0,2,2,3.0,2,2.0,2.0,2.0,2.0,2.0,2,2,1.0,3.0,,7,2.0,9.0
1902190087,2,Kuwait,5,90001,0.973006897697006,9,45.0,2.0,4.0,3.0,2.0,4,5,4.0,4,4.0,4.0,2.0,4.0,3.0,1,1,1.0,3.0,,7,2.0,5.0
1204260079,4,Kuwait,5,90001,0.648671283900456,2,53.0,2.0,6.0,1.0,3.0,2,2,3.0,2,3.0,3.0,1.0,3.0,98.0,2,2,1.0,2.0,,8,1.0,8.0
15041400120,4,Kuwait,5,90001,0.309002769686306,5,55.0,2.0,5.0,3.0,3.0,2,1,2.0,2,2.0,2.0,2.0,2.0,2.0,2,2,1.0,2.0,,9,3.0,8.0
12030500110,3,Kuwait,5,90001,1.02380348792039,2,61.0,1.0,4.0,3.0,1.0,2,2,3.0,2,3.0,3.0,3.0,3.0,2.0,2,2,2.0,2.0,,7,2.0,8.0
1902110096,2,Kuwait,5,90001,0.892819630397147,9,43.0,1.0,5.0,1.0,2.0,1,5,2.0,2,4.0,4.0,1.0,,4.0,2,1,2.0,1.0,,10,99.0,5.0
170426008,4,Kuwait,5,90001,0.772506937627126,7,84.0,2.0,1.0,4.0,1.0,2,3,2.0,1,2.0,3.0,2.0,2.0,2.0,2,2,1.0,1.0,,8,1.0,9.0
1502230099,2,Kuwait,5,90001,1.23601107874522,5,55.0,2.0,6.0,1.0,2.0,3,4,4.0,3,3.0,3.0,2.0,3.0,2.0,1,2,1.0,1.0,,9,4.0,7.0
16012000106,1,Kuwait,5,90001,0.535691753438146,6,43.0,1.0,5.0,1.0,1.0,2,3,3.0,3,3.0,4.0,2.0,,3.0,2,2,1.0,2.0,,7,3.0,8.0
1501260010,1,Kuwait,5,90001,0.7678525937226971,5,61.0,1.0,6.0,3.0,2.0,1,4,3.0,2,3.0,3.0,2.0,2.0,3.0,2,2,1.0,1.0,,7,1.0,7.0
12030500111,3,Kuwait,5,90001,0.940279523719958,2,54.0,1.0,4.0,3.0,1.0,2,3,2.0,2,2.0,3.0,3.0,,2.0,2,2,2.0,3.0,,7,99.0,7.0
1501260021,1,Kuwait,5,90001,0.772506937627126,5,58.0,2.0,6.0,3.0,1.0,1,2,2.0,2,1.0,1.0,1.0,,1.0,2,2,1.0,1.0,,10,1.0,9.0
1502230095,2,Kuwait,5,90001,1.0627649733568199,5,31.0,1.0,5.0,1.0,2.0,2,3,3.0,3,2.0,2.0,3.0,3.0,2.0,1,2,1.0,1.0,,5,2.0,7.0
16012000103,1,Kuwait,5,90001,2.21859326261835,6,18.0,1.0,4.0,5.0,1.0,2,3,2.0,2,2.0,3.0,2.0,3.0,4.0,2,2,2.0,2.0,,7,3.0,7.0
14010700102,1,Kuwait,5,90001,0.850211963925073,4,27.0,1.0,5.0,1.0,1.0,2,2,2.0,2,2.0,3.0,1.0,2.0,2.0,2,2,1.0,2.0,,9,3.0,9.0
1504230013,4,Kuwait,5,90001,1.13517478905632,5,50.0,2.0,7.0,1.0,2.0,3,4,3.0,2,3.0,3.0,2.0,4.0,3.0,1,1,1.0,1.0,,8,2.0,8.0
1303140027,3,Kuwait,5,90001,0.268651282497111,3,50.0,1.0,4.0,1.0,1.0,2,1,3.0,3,2.0,2.0,2.0,2.0,2.0,2,2,1.0,2.0,,7,3.0,6.0
1303050030,3,Kuwait,5,90001,0.940279523719958,3,46.0,1.0,6.0,7.0,1.0,2,3,2.0,2,2.0,2.0,2.0,2.0,1.0,2,2,1.0,2.0,,7,2.0,8.0
16012000105,1,Kuwait,5,90001,1.02380348792039,6,57.0,1.0,3.0,3.0,1.0,2,3,2.0,2,3.0,3.0,1.0,3.0,3.0,2,2,1.0,2.0,,5,1.0,5.0
18040700100,4,Kuwait,5,90001,1.27531790898665,8,30.0,1.0,6.0,1.0,2.0,3,2,3.0,3,2.0,3.0,3.0,3.0,2.0,2,2,1.0,2.0,,6,3.0,7.0
16042700107,4,Kuwait,5,90001,1.2973425678009098,6,49.0,2.0,6.0,3.0,3.0,1,1,2.0,2,2.0,2.0,1.0,2.0,2.0,1,2,1.0,2.0,,8,98.0,7.0
1901110091,1,Kuwait,5,90001,0.671628217902801,9,53.0,1.0,4.0,3.0,2.0,3,5,4.0,2,4.0,4.0,1.0,,4.0,2,2,1.0,1.0,,0,99.0,0.0
15055000120,5,Kuwait,5,90001,0.927008282236197,5,57.0,2.0,6.0,3.0,2.0,3,4,2.0,2,3.0,3.0,3.0,3.0,3.0,2,2,99.0,99.0,,5,3.0,8.0
1502260057,2,Kuwait,5,90001,0.618005539372612,5,71.0,2.0,6.0,3.0,1.0,1,1,1.0,1,1.0,2.0,1.0,2.0,3.0,2,98,1.0,2.0,,8,4.0,99.0
1901190080,1,Kuwait,5,90001,1.5090288177083302,9,37.0,2.0,6.0,1.0,1.0,2,2,1.0,1,1.0,2.0,1.0,3.0,2.0,2,2,1.0,3.0,,9,1.0,10.0
