id,psu,country,wave,q1,wt,stratum,Q1001,Q1002,Q1003,Q1005,Q100,Q101,Q102,Q204A_1,Q204A_2,Q204_2,Q204_3,Q204_11,Q204_20,Q209B,Q501,Q501A,Q266,Q263,Q516A,Q512,Q515A2,Q511
15775,225,Palestine,5,150002,1.39175501402271,4,36.0,1.0,5.0,6.0,2.0,3,3,3.0,2,2.0,4.0,3.0,2.0,2.0,2,2,2.0,3.0,2.0,6,3.0,1.0
15776,225,Palestine,5,150002,0.9712177348378991,4,35.0,2.0,1.0,4.0,2.0,4,2,2.0,3,3.0,2.0,1.0,2.0,1.0,2,2,2.0,3.0,3.0,5,2.0,6.0
15777,225,Palestine,5,150002,0.266113659345584,4,37.0,1.0,6.0,1.0,3.0,4,3,3.0,4,3.0,4.0,2.0,3.0,2.0,1,1,1.0,2.0,1.0,6,1.0,3.0
15778,225,Palestine,5,150002,1.06072641864044,4,19.0,2.0,2.0,2.0,2.0,4,3,2.0,3,4.0,3.0,1.0,2.0,2.0,2,2,2.0,1.0,3.0,4,1.0,5.0
15779,181,Palestine,5,150003,1.8759544734673201,6,28.0,2.0,4.0,6.0,2.0,4,3,2.0,4,4.0,2.0,2.0,2.0,1.0,2,2,2.0,3.0,1.0,4,3.0,0.0
15781,181,Palestine,5,150003,1.4013779812471296,6,32.0,1.0,5.0,1.0,1.0,3,98,2.0,4,2.0,2.0,1.0,1.0,2.0,1,1,1.0,1.0,2.0,0,4.0,0.0
15782,226,Palestine,5,150002,1.06072641864044,4,21.0,1.0,3.0,5.0,1.0,3,2,3.0,2,2.0,2.0,3.0,4.0,3.0,2,1,2.0,2.0,2.0,8,4.0,9.0
15783,226,Palestine,5,150002,2.54638263887702,4,60.0,2.0,2.0,4.0,1.0,1,2,2.0,2,1.0,2.0,2.0,3.0,1.0,2,2,1.0,2.0,2.0,7,1.0,9.0
15784,226,Palestine,5,150002,0.266113659345584,4,43.0,1.0,4.0,2.0,98.0,4,2,2.0,2,3.0,4.0,4.0,3.0,2.0,2,2,2.0,2.0,3.0,5,4.0,8.0
15785,226,Palestine,5,150002,0.266113659345584,4,40.0,2.0,4.0,6.0,3.0,3,2,2.0,1,3.0,2.0,1.0,2.0,2.0,2,2,1.0,2.0,3.0,6,4.0,3.0
15786,226,Palestine,5,150002,1.1984826847899699,4,38.0,1.0,6.0,1.0,2.0,3,3,2.0,3,4.0,3.0,2.0,1.0,1.0,1,1,1.0,3.0,3.0,5,2.0,6.0
15787,181,Palestine,5,150003,1.2403004783255,6,22.0,1.0,4.0,5.0,2.0,4,2,3.0,4,4.0,98.0,3.0,3.0,3.0,2,2,2.0,3.0,1.0,8,1.0,4.0
15788,181,Palestine,5,150003,1.2403004783255,6,19.0,2.0,5.0,6.0,2.0,3,2,1.0,1,2.0,2.0,2.0,3.0,2.0,2,2,1.0,1.0,1.0,7,1.0,5.0
15790,181,Palestine,5,150003,1.2403004783255,6,21.0,1.0,4.0,5.0,1.0,4,3,2.0,2,4.0,98.0,2.0,4.0,2.0,2,2,2.0,2.0,1.0,3,1.0,2.0
15791,182,Palestine,5,150003,1.4013779812471296,6,38.0,2.0,6.0,4.0,1.0,4,3,2.0,4,4.0,98.0,2.0,4.0,2.0,2,2,2.0,2.0,1.0,0,3.0,0.0
15792,182,Palestine,5,150003,1.2403004783255,6,21.0,1.0,4.0,5.0,2.0,4,98,4.0,4,4.0,2.0,4.0,4.0,3.0,2,2,2.0,2.0,1.0,1,1.0,2.0
15793,184,Palestine,5,150003,1.6273700543979999,6,42.0,1.0,4.0,1.0,2.0,4,5,4.0,4,4.0,4.0,4.0,4.0,3.0,1,2,2.0,3.0,3.0,0,4.0,0.0
